,id,createdAt
82,as-pcs5w3,2021-10-02T10:12:44Z
83,am-pcs5w3,2021-09-30T23:33:04Z
84,ap-pcs5w3,2021-09-30T11:23:48Z
85,as-mrc2,2021-09-30T06:48:10Z
86,eu-pcs5w2,2021-09-25T16:17:13Z
87,as-pcs5w2,2021-09-25T10:14:51Z
88,am-pcs5w2,2021-09-23T23:30:27Z
89,ap-pcs5w2,2021-09-23T11:12:26Z
90,eu-pcs5w1,2021-09-18T16:18:40Z
91,as-pcs5w1,2021-09-18T10:17:18Z
92,cn-pglas3,2021-09-18T04:07:20Z
93,am-pcs5w1,2021-09-16T23:39:54Z
94,eu-rbe21,2021-09-16T18:16:18Z
95,ap-pcs5w1,2021-09-16T11:13:15Z
96,oc-lpls3,2021-09-13T07:41:35Z
97,as-kcj21,2021-09-10T05:04:12Z
98,sea-cos21,2021-09-09T10:49:40Z
99,cn-epcs4,2021-09-06T10:39:31Z
100,as-bsc5,2021-09-04T10:18:53Z
101,cn-pclpb,2021-09-03T10:40:17Z
102,eu-pcs5erp,2021-08-27T16:22:29Z
103,as-pws2gf,2021-08-27T10:29:32Z
104,as-pws2wf5,2021-08-21T10:20:09Z
105,as-pws2wc5,2021-08-20T10:24:33Z
106,as-pws2ws5,2021-08-18T10:24:52Z
107,na-pcs5gs,2021-08-17T23:44:05Z
108,sa-pcs5gs,2021-08-17T22:40:17Z
109,sea-ptop3,2021-08-17T11:45:31Z
110,as-pws2wf4,2021-08-14T10:23:09Z
111,eu-pcs5rp,2021-08-13T16:58:22Z
112,as-pws2wc4,2021-08-13T10:25:58Z
113,as-pws2ws4,2021-08-11T10:25:21Z
114,as-pws2wf3,2021-08-07T10:22:51Z
115,as-pws2wc3,2021-08-06T10:25:44Z
116,eu-cfl21,2021-08-05T14:42:25Z
117,as-pws2ws3,2021-08-04T10:22:58Z
118,as-pws2wf2,2021-07-31T10:24:44Z
119,sea-pcr2,2021-07-31T07:32:23Z
120,am-eslm2,2021-07-30T23:25:38Z
121,as-pws2wc2,2021-07-30T10:23:50Z
122,as-pws2ws2,2021-07-28T10:25:18Z
123,sea-ptcp6,2021-07-26T10:34:21Z
124,eu_epms21,2021-07-24T16:26:18Z
125,as-pws2wf1,2021-07-24T09:23:36Z
126,as-pws2wc1,2021-07-23T09:22:05Z
127,sea-ptsp5,2021-07-21T10:50:37Z
128,as-pws2ws1,2021-07-21T09:30:57Z
129,na-eslm2,2021-07-20T23:49:20Z
130,sa-eslm2,2021-07-20T22:41:45Z
131,cn-pclb,2021-07-20T10:49:57Z
132,as-icc,2021-07-17T08:22:40Z
133,sea-pvs221,2021-07-14T10:56:40Z
134,eu-bpls8,2021-07-06T17:33:43Z
135,eu-pros2,2021-07-05T16:36:04Z
136,cn-tmc,2021-07-03T10:37:54Z
137,eu-pcs4w3,2021-06-26T16:13:59Z
138,as-pcs4w3,2021-06-26T10:34:53Z
139,am-pcs4w3,2021-06-24T23:31:29Z
140,ap-pcs4w3,2021-06-24T11:20:18Z
141,eu-epo21,2021-06-23T16:46:32Z
142,eu-pcs4w2,2021-06-19T16:08:52Z
143,as-pcs4w2,2021-06-19T10:30:18Z
144,am-pcs4w2,2021-06-17T23:35:07Z
145,eu-dachc21,2021-06-17T17:46:09Z
146,ap-pcs4w2,2021-06-17T11:25:32Z
147,as-pcs4w1,2021-06-12T10:36:53Z
148,am-pcs4w1,2021-06-10T23:37:22Z
149,ap-pcs4w1,2021-06-10T11:23:25Z
150,eu-pcs4w1,2021-06-09T15:40:04Z
151,as-pws2tw,2021-06-08T11:36:22Z
152,kr-bjms1,2021-06-02T06:03:50Z
153,eu-som21,2021-05-31T17:32:28Z
154,as-bsc4,2021-05-29T10:20:48Z
155,eu-ens21,2021-05-28T17:26:11Z
156,cn-vspn,2021-05-28T07:22:59Z
157,sea-ptcp5,2021-05-24T12:49:23Z
158,oc-lpls2,2021-05-24T09:11:01Z
159,as-pws1gf,2021-05-21T10:28:42Z
160,kr-kcc21,2021-05-18T12:49:56Z
161,as-pws1wf5,2021-05-15T10:24:08Z
162,as-pws1wc5,2021-05-14T10:24:26Z
163,sea-ptop2,2021-05-13T12:33:52Z
164,as-pws1ws5,2021-05-12T10:22:49Z
165,na-pcs4gs,2021-05-11T23:38:26Z
166,sa-pcs4gs,2021-05-11T22:42:08Z
167,eu-psls9,2021-05-10T16:23:34Z
168,as-pws1wf4,2021-05-08T10:28:24Z
169,sea-pvs21,2021-05-07T10:39:15Z
170,as-pws1wc4,2021-05-07T10:20:55Z
171,eu-pcs4rq,2021-05-05T16:39:20Z
172,as-pws1ws4,2021-05-05T10:22:42Z
173,sea-vpt21,2021-05-05T09:33:43Z
174,as-pws1wf3,2021-05-01T10:20:51Z
175,eu-pfl21,2021-04-30T10:32:21Z
176,as-pws1wc3,2021-04-30T10:23:38Z
177,as-pws1ws3,2021-04-28T10:21:41Z
178,sea-pcr21,2021-04-27T10:49:45Z
179,as-pws1wf2,2021-04-24T10:26:19Z
180,as-pws1wc2,2021-04-23T10:20:31Z
181,eu-pro21,2021-04-21T15:25:11Z
182,as-pws1ws2,2021-04-21T10:23:58Z
183,sea-ptsp4,2021-04-16T12:09:59Z
184,as-pws1wc1,2021-04-16T10:21:56Z
185,as-pws1ws1,2021-04-14T10:30:58Z
186,as-pws1wf1,2021-04-14T04:48:26Z
187,sa-eslm1,2021-04-13T22:40:09Z
188,na-eslm1,2021-04-13T21:44:29Z
189,cn-pcla,2021-04-13T10:54:45Z
190,am-eslm1,2021-04-12T21:21:03Z
191,eu-epms21,2021-04-10T16:18:39Z
192,sea-pwstw,2021-03-31T11:33:02Z
193,as-aplas,2021-03-31T09:13:23Z
194,sea-aplap,2021-03-31T08:08:22Z
195,as-pgiwf6,2021-03-27T10:42:45Z
196,oc-lpls1,2021-03-23T08:02:39Z
197,as-pgiwf5,2021-03-20T10:41:09Z
198,as-pgirr5,2021-03-20T04:35:50Z
199,am-spark1,2021-03-19T22:37:00Z
200,as-pgiwf4,2021-03-13T10:45:12Z
201,as-pgirr4,2021-03-13T04:44:09Z
202,eu-tps21,2021-03-10T18:36:41Z
203,cn-pac,2021-03-09T06:30:57Z
204,as-pgist11,2021-03-07T12:30:59Z
205,as-pgist10,2021-03-07T11:15:36Z
206,as-pgist09,2021-03-07T10:09:10Z
207,as-pgist08,2021-03-06T13:30:10Z
208,as-pgist07,2021-03-06T12:20:10Z
209,as-pgist06,2021-03-06T11:13:06Z
210,as-pgist05,2021-03-06T10:07:24Z
211,as-pgist04,2021-03-05T13:49:26Z
212,as-pgist03,2021-03-05T12:38:45Z
213,as-pgist02,2021-03-05T11:25:35Z
214,as-pgist01,2021-03-05T08:31:18Z
215,eu-bpls7,2021-03-02T15:42:38Z
216,as-pgiwf3,2021-02-27T10:40:51Z
217,as-pgirr3,2021-02-27T04:38:42Z
218,as-pgiwf2,2021-02-20T10:35:18Z
219,as-pgirr2,2021-02-20T04:31:05Z
220,eu-tpps,2021-02-17T15:34:38Z
221,as-pgiwf1,2021-02-13T10:38:34Z
222,as-pgirr1,2021-02-13T04:36:14Z
223,eu-psls8,2021-02-08T17:21:57Z
224,as-pgiws1,2021-02-08T10:41:21Z
225,oc-lplps1,2021-02-08T08:12:46Z
226,as-pgird,2021-02-05T05:27:05Z
227,as-pjc21,2021-01-28T12:22:22Z
228,as-lvup,2021-01-25T08:32:40Z
229,am-303,2021-01-23T00:39:23Z
230,as-pws,2021-01-06T10:33:43Z
231,as-pwi20,2020-12-19T07:04:54Z
232,cn-htgis8,2020-12-14T07:53:01Z
233,cn-dgls11,2020-12-14T06:20:31Z
234,na-dhsw20,2020-12-11T23:09:31Z
235,oc-jblqc20,2020-12-11T16:02:05Z
236,as-apl,2020-12-10T09:35:12Z
237,eu-dhsw20,2020-12-07T17:08:47Z
238,sa-dhwin,2020-12-07T16:36:49Z
239,as-bsc3,2020-12-06T08:52:47Z
240,eu-solf20,2020-12-05T09:21:51Z
241,as-jk2020,2020-12-05T04:19:21Z
242,as-icc20,2020-11-27T09:30:16Z
243,sea-vpt20,2020-11-19T09:37:44Z
244,eu-pcs3gf,2020-11-07T18:12:46Z
245,sea-pcs3ap,2020-11-07T10:42:14Z
246,na-pcs3gf,2020-11-06T00:48:25Z
247,as-pcs3as,2020-11-05T10:55:48Z
248,as-osm20,2020-10-24T07:01:39Z
249,sea-ptmsr,2020-10-20T12:34:59Z
250,na-chall3,2020-10-14T23:42:31Z
251,eu-pcs3gs,2020-10-13T16:18:27Z
252,as-bws2,2020-10-11T10:28:26Z
253,sea-ptms20,2020-10-05T12:32:50Z
254,na-pcs3gs,2020-10-02T23:33:16Z
255,sea-pps2,2020-10-02T12:46:13Z
256,tw-pmla20,2020-10-02T11:36:44Z
257,jp-pjss6p2,2020-10-02T09:24:17Z
258,cn-pcsa,2020-10-02T08:44:39Z
259,sea-pvsw20,2020-10-01T10:59:31Z
260,oc-ods20,2020-10-01T09:07:36Z
261,eu-dhss2,2020-09-26T13:20:06Z
262,sea-psms2,2020-09-25T12:08:05Z
263,sea-pis3,2020-09-25T07:52:57Z
264,eu-dachs20,2020-09-24T17:51:13Z
265,sa-cpms3,2020-09-23T22:36:51Z
266,oc-lp3pl,2020-09-21T09:15:39Z
267,as-pcs3kr,2020-09-10T09:30:46Z
268,eu-psl7,2020-08-31T16:05:22Z
269,eu-pcs2gf,2020-08-29T17:14:32Z
270,sea-pcs2ap,2020-08-29T10:33:32Z
271,na-pcs2gf,2020-08-27T23:46:53Z
272,as-pcs2as,2020-08-27T10:50:53Z
273,kr-lvup,2020-08-24T04:58:46Z
274,eu-gpps20,2020-08-20T18:30:20Z
275,sea-pis2,2020-08-07T07:42:01Z
276,sea-pto20,2020-08-06T12:46:53Z
277,na-chall2,2020-08-06T00:28:37Z
278,sea-psms1,2020-08-04T12:56:41Z
279,eu-pcs2gs,2020-08-02T16:41:02Z
280,tw-pmls20,2020-07-31T11:35:11Z
281,sea-pps1,2020-07-26T10:45:23Z
282,jp-pjss6,2020-07-26T08:38:14Z
283,na-pcs2gs,2020-07-24T23:31:33Z
284,as-pcs2kr,2020-07-23T09:32:09Z
285,sa-pmcs2,2020-07-22T20:50:37Z
286,cn-pcls20,2020-07-19T07:42:20Z
287,sea-ptsp3,2020-07-17T12:32:14Z
288,sea-pvsf20,2020-07-17T10:52:36Z
289,as-pcl20,2020-06-28T06:28:11Z
290,eu-pcs1gf,2020-06-27T16:22:46Z
291,as-pcs1as,2020-06-26T10:42:05Z
292,na-pcs1na,2020-06-25T23:36:42Z
293,sea-pcs1ap,2020-06-25T10:29:49Z
294,na-chall,2020-06-10T23:39:54Z
295,eu-pcs1gs,2020-06-09T15:01:04Z
296,na-pcs1gf,2020-06-05T23:30:43Z
297,sea-pis20,2020-06-02T18:48:20Z
298,jp-pjs20,2020-05-29T08:02:40Z
299,sa-cpm20,2020-05-27T22:34:33Z
300,eu-pcscsgf,2020-05-26T16:39:27Z
301,as-pcs1kr,2020-05-18T02:57:33Z
302,na-pcscsgf,2020-05-16T21:37:35Z
303,sa-superw,2020-05-15T22:38:08Z
304,as-pcscs,2020-05-15T10:47:07Z
305,sea-pcscs,2020-05-14T10:47:52Z
306,eu-pcscsgs,2020-05-12T15:36:37Z
307,na-pcscsq,2020-05-09T21:41:18Z
308,na-pcscsq2,2020-05-09T21:41:11Z
309,eu-dhs20gf,2020-05-09T15:35:39Z
310,eu-dhs20sf,2020-05-02T15:35:29Z
311,eu-pslev,2020-04-27T16:08:07Z
312,eu-dhs20,2020-04-25T15:57:07Z
313,kr-pgskr,2020-04-15T05:43:38Z
314,sea-lpt20,2020-04-01T12:57:35Z
315,kr-bws20,2020-03-31T10:31:17Z
316,as-pcls20,2020-03-25T09:20:51Z
317,as-pclps19,2020-03-25T08:47:57Z
318,am-naph,2020-03-19T03:11:47Z
319,eu-pgs20,2020-03-06T16:33:19Z
320,eu-testq,2020-03-04T13:37:31Z
321,eu-testg,2020-02-29T13:08:25Z
322,eu-glls4,2020-02-29T08:55:39Z
323,eu-psls5,2020-02-28T15:47:37Z
324,sea-pssc20,2020-02-28T10:42:11Z
325,kr-pgs20,2020-02-27T09:31:37Z
326,sea-pss20,2020-02-16T09:41:22Z
327,am-gll,2020-02-08T00:30:43Z
328,tw-pml20,2020-02-07T11:35:17Z
329,sea-pvs20,2020-02-07T11:28:15Z
330,tst-hsm,2020-02-04T07:39:38Z
331,sa-webedia,2020-01-27T23:13:14Z
332,sea-pts20,2020-01-17T12:52:13Z
333,kr-bsc20,2020-01-16T07:40:55Z
334,kr-nr20,2020-01-08T11:45:46Z
335,hpl-bnncob,2019-12-30T14:18:03Z
336,kr-osm19,2019-12-21T08:45:27Z
337,kr-bjs3,2019-12-19T07:12:07Z
338,sea-apl20,2019-11-29T11:34:20Z
339,na-pgcgf,2019-11-24T01:52:02Z
340,na-pgcsf,2019-11-16T01:38:02Z
341,na-pgcgr3,2019-11-11T01:31:28Z
342,na-pgcgr2,2019-11-10T01:27:54Z
343,na-pgcgr1,2019-11-09T01:33:30Z
344,as-qesl,2019-11-01T03:28:19Z
345,tw-pmlp3,2019-10-25T09:50:08Z
346,kr-pgckq,2019-10-19T07:03:57Z
347,cn-pcmf,2019-10-14T07:40:23Z
348,cn-pcm,2019-10-08T09:42:08Z
349,sea-lpt19,2019-10-06T03:29:08Z
350,sa-gll,2019-10-01T22:42:51Z
351,eu-mea,2019-09-28T12:33:47Z
352,eu-ew,2019-09-27T14:01:19Z
353,eu-et,2019-09-27T13:50:42Z
354,sea-psc3,2019-09-27T09:31:21Z
355,tw-19pmlp3,2019-09-13T11:37:17Z
356,sea-psc19,2019-09-04T11:13:55Z
357,sea-pts19,2019-09-02T08:27:39Z
358,sea-pps19,2019-08-31T08:03:59Z
359,sea-pis19,2019-08-30T12:58:51Z
360,sea-pms19,2019-08-30T07:04:14Z
361,kr-pssu19,2019-08-30T06:21:06Z
362,eu-eslm,2019-08-26T15:55:34Z
363,eu-con,2019-08-20T15:49:13Z
364,pkc-test,2019-08-19T08:50:50Z
365,cn-pcls,2019-08-17T06:05:16Z
366,as-pnc19,2019-08-09T09:11:22Z
367,as-pnctest,2019-07-29T07:20:21Z
368,th-met19,2019-07-26T08:43:59Z
369,eu-gllslam,2019-07-19T15:04:33Z
370,eu-glltest,2019-07-18T11:49:34Z
371,as-banana,2019-07-11T05:54:20Z
372,tw-pml,2019-07-05T09:52:20Z
373,kr-army,2019-07-05T01:44:32Z
374,th-test,2019-07-02T12:54:03Z
375,th-pml,2019-07-02T11:57:58Z
376,sea-sc2,2019-06-29T06:58:23Z
377,tw-test,2019-06-28T08:11:20Z
378,sa-bbl,2019-06-27T22:38:01Z
379,as-douyu,2019-06-19T07:02:40Z
380,la-league,2019-06-13T22:02:36Z
381,lpps19,2019-06-07T23:15:08Z
382,sea-pvs19,2019-06-07T11:42:55Z
383,na-nplf,2019-05-26T21:48:22Z
384,na-nplb,2019-05-26T02:16:29Z
385,na-npla,2019-05-25T21:44:12Z
386,pkl-test,2019-05-23T07:44:59Z
387,tw-19pmlp2,2019-05-22T07:32:01Z
388,eu-pelc,2019-05-20T14:58:50Z
389,jp-pjss3,2019-05-17T11:16:49Z
390,kr-bjm19,2019-05-17T05:56:58Z
391,eu-cup,2019-04-30T10:30:46Z
392,cn-pcl,2019-04-29T08:18:59Z
393,kr-afm,2019-04-22T08:49:52Z
394,eu-fgs,2019-04-16T11:50:59Z
395,cn-pclp,2019-04-08T05:24:36Z
396,sea-vnlpt,2019-04-05T10:08:43Z
397,cn-pglt,2019-04-02T11:24:17Z
398,sea-champ,2019-03-22T11:03:08Z
399,eu-pel,2019-03-21T17:43:01Z
400,cn-pdl,2019-03-20T11:27:48Z
401,eu-test,2019-03-18T18:29:55Z
402,tw-19pmlp1,2019-03-15T11:34:22Z
403,oce-esl,2019-03-15T03:18:38Z
404,cn-banana,2019-03-01T04:48:00Z
405,cn-ppe,2019-02-28T03:54:34Z
406,region-pdl,2019-02-26T06:33:33Z
407,psc-as,2019-02-25T14:35:40Z
408,na-nplr,2019-02-23T01:45:05Z
409,eu-pelc19,2019-02-21T17:36:00Z
410,th-acer,2019-02-15T03:50:00Z
411,kr-pkl19,2019-02-11T09:38:02Z
412,kr-pkc19,2019-02-09T02:37:54Z
413,nplc-p1,2019-02-06T01:31:38Z
414,na-npl,2019-02-02T01:52:23Z
415,as-lcob,2019-01-14T06:49:58Z
416,npl-pre,2019-01-08T02:49:34Z
417,pai18,2019-01-03T12:16:44Z
418,paitest,2018-12-26T07:26:35Z
419,as-wegl,2018-12-19T12:32:07Z
420,pel18,2018-12-11T22:24:48Z
421,eu-pel18,2018-12-11T20:42:19Z
422,as-pql,2018-12-10T08:22:09Z
423,eu-glls3,2018-12-07T16:44:14Z
424,eu-gll2,2018-12-06T14:21:12Z
425,cn-pcpi2,2018-11-17T07:02:37Z
426,cn-s2ab,2018-11-16T11:24:56Z
427,cn-pcpis2,2018-11-13T09:07:42Z
428,cn-prso2,2018-11-09T14:03:43Z
429,eu-eswc18,2018-10-28T10:38:10Z
430,as-seac,2018-10-26T15:49:16Z
431,as-thc,2018-10-25T14:36:49Z
432,eu-pgw18-4,2018-10-25T11:17:44Z
433,eu-pgw18,2018-10-24T21:10:49Z
434,hk-ees,2018-10-16T10:21:54Z
435,as-vspn,2018-10-14T07:32:23Z
436,eu-pglfall,2018-10-11T11:54:30Z
437,as-huya,2018-10-05T14:41:15Z
438,kr-pkl18,2018-10-01T11:03:32Z
439,tw-mpls2,2018-09-27T11:41:36Z
440,as-imba,2018-09-20T12:56:17Z
441,jp-pjs18,2018-09-14T08:13:24Z
442,br-pax,2018-08-31T21:19:14Z
443,as-sls2,2018-08-30T13:42:47Z
444,tw-mclob,2018-08-26T10:31:26Z
445,kr-osm18,2018-08-25T08:52:04Z
446,hk-emf,2018-08-25T04:31:53Z
447,eu-sls2,2018-08-24T21:35:08Z
448,eu-pucc,2018-08-23T09:43:23Z
449,eu-geman,2018-08-22T10:34:51Z
450,kr-kcm18s1,2018-08-16T07:02:49Z
451,kr-bj18s1,2018-08-14T09:26:44Z
452,eu-glls2,2018-08-11T17:14:34Z
453,pgi2018_fpp,2018-07-28T10:32:42Z
454,pgi2018_tpp,2018-07-25T17:12:53Z
455,na-ppc,2018-07-12T16:19:06Z
456,eu-pgiq18,2018-06-28T13:17:16Z
457,sea-pgiq18,2018-06-23T05:42:32Z
458,oc-pgiq18,2018-06-22T00:00:00Z
459,sea-th-q18,2018-06-21T09:47:44Z
460,cis-pgiq18,2018-06-20T16:46:33Z
461,kr-pss18s2,2018-06-17T03:40:44Z
462,ct-mpl18s1,2018-06-15T09:29:17Z
463,kr-apl18s2,2018-06-15T07:21:54Z
464,jp-pjs18s1,2018-06-14T14:22:21Z
465,kr-pwm18s1,2018-06-13T15:38:29Z
